Question de recherche,Sous-question de recherche,Groupe de population,Indicator,Sous-ensemble de donnée,Sanmatenga,Loroum,Yatenga,Mouhoun,Komonjdjari,Bam,Kossi,Gourma,Nayala,Yagha,Soum,Oudalan,Sourou,Kompienga,Banwa,Gnagna,Namentenga,Zondoma,Tapoa,Bale,Passore
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens nutrition: Je ne sais/Je ne souhaite pas répondre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens santé: Autre,NA,NA,2,NA,15,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens santé: Je ne sais/Je ne souhaite pas répondre,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens santé: Provision direct de médicaments,NA,99,89,100,81,100,100,96,100,96,96,89,89,85,98,100,100,96,99,97,88,97,100
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens santé: Provision direct de vaccins,NA,1,9,NA,3,NA,NA,4,NA,4,NA,11,11,15,2,NA,NA,4,1,NA,12,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens sécurité alimentaire: Autre,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens sécurité alimentaire: Je ne sais/Je ne souhaite pas répondre,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens sécurité alimentaire: Provision direct d'intrants agricoles,NA,6,17,10,35,41,11,21,42,23,32,6,3,8,49,12,58,15,19,36,30,54,54
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens sécurité alimentaire: Provision direct d'intrants d'élevage,NA,6,7,2,10,3,7,6,5,8,5,0,6,4,2,13,15,8,6,15,8,16,15
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind biens sécurité alimentaire: Provision direct de nourriture,NA,88,76,88,56,56,82,73,53,69,61,94,91,89,46,75,27,77,75,48,61,31,30
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services BNA: Aide pour améliorer le niveau de sécurité autour des abris,NA,NA,NA,NA,49,NA,50,NA,30,NA,77,NA,NA,NA,59,11,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services BNA: Aide pour réparer des abris,NA,NA,NA,NA,51,NA,50,NA,55,NA,23,NA,NA,NA,41,89,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services BNA: Autre,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services éducation: Avoir accès à des repas à l'école,NA,NA,8,NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services éducation: Avoir accès à des services éducatifs,NA,58,92,100,100,78,100,80,100,90,100,100,100,100,83,100,100,100,100,67,88,100,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services éducation: Avoir accès à des transports jusqu'à l'école,NA,42,NA,NA,NA,22,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services EHA: Conseils / renseignement sur l'hygiène personnelle,NA,NA,8,NA,3,NA,12,NA,11,17,8,NA,NA,NA,6,NA,16,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services EHA: Conseils sur comment assainir l'eau,NA,NA,12,7,NA,6,6,NA,NA,33,18,NA,NA,NA,6,15,NA,27,4,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services EHA: Conseils sur construction / améliorer des infrastructures sanitaires (toilettes ou latrines),NA,30,20,71,59,88,69,38,35,37,46,17,NA,NA,37,58,48,68,71,NA,63,NA,79
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services EHA: Conseils sur construction / améliorer les points d'eau,NA,70,60,22,38,6,13,62,53,12,28,83,NA,NA,52,27,36,5,26,NA,37,NA,21
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Autre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir accès à davantage de travailleurs de la santé qualifiés dans les établissements,NA,31,17,27,31,23,49,18,18,9,33,41,54,22,15,53,44,16,42,11,27,9,15
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir accès à des transports jusqu'aux installations de santé,NA,22,12,10,NA,NA,13,NA,NA,9,NA,12,5,4,2,6,4,NA,5,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir accès à des visites à domicile pour les vaccinations,NA,NA,NA,NA,0,NA,1,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir accès à un personnel de santé plus qualifié pour les visites à domicile,NA,NA,6,9,10,NA,NA,4,4,14,13,25,5,4,16,5,8,NA,3,15,3,NA,2
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir accès à un service de soins psychologiques / psychiatriques,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir plus d'accès pour les personnes handicapées physiques/mentales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,NA,3,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir plus d'établissements de soins de santé,NA,15,15,36,21,17,12,NA,54,18,13,6,23,40,17,NA,17,25,14,23,39,47,29
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir plus d'établissements de soins de santé à proximité,NA,21,50,15,37,59,12,69,23,51,32,10,13,31,45,5,17,44,36,40,31,43,54
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services santé: Avoir plus de services pour les femmes enceintes ou allaitantes,NA,11,NA,4,NA,NA,13,6,NA,NA,NA,NA,NA,NA,NA,18,6,NA,NA,3,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services sécurité alimentaire: Accès à un service de soins vétérinaire,NA,NA,18,10,NA,31,54,NA,49,NA,11,19,NA,NA,NA,25,NA,NA,NA,NA,14,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services sécurité alimentaire: Autre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services sécurité alimentaire: Conseils sur comment gérer de manière optimale ses activités agraires,NA,100,67,65,96,69,25,NA,51,33,71,71,NA,NA,100,49,100,NA,100,NA,48,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Manière préférée de recevoir assistance in-kind services sécurité alimentaire: Conseils sur comment gérer son argent,NA,NA,15,25,4,NA,21,NA,NA,67,18,NA,NA,NA,NA,25,NA,NA,NA,NA,39,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Aucun besoin,NA,1,0,NA,2,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Autre,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,5,NA,NA,1,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à de l'eau / à des latrines ou à une meilleure hygiène de vie,NA,8,3,4,8,15,7,5,12,5,22,4,2,11,6,10,14,5,9,11,5,27,9
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à de la nourriture ou des moyens d'existence,NA,71,74,67,61,39,68,77,62,52,51,66,77,68,62,66,41,55,67,58,60,34,66
Redevabilité aux personnes affectées,Besoins prioritaires,"Principal besoin du ménage: Avoir accès à des biens non-alimentaires (couvertures, moustiquaires, seaux, etc.)",NA,0,3,2,6,1,3,2,1,2,1,0,0,1,8,8,4,1,3,5,4,9,1
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à des services de protection,NA,6,NA,5,2,1,7,NA,2,1,0,6,11,7,2,2,2,1,NA,1,2,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à des services nutritionnels,NA,0,NA,1,0,NA,1,0,0,1,1,1,NA,NA,0,NA,4,NA,NA,NA,0,1,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à l'éducation pour les enfants de ma famille,NA,NA,3,4,0,3,NA,0,2,4,5,NA,1,4,3,2,3,2,3,4,6,5,3
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à la santé,NA,12,12,15,12,34,12,12,15,29,16,17,5,8,16,7,24,30,16,14,18,19,14
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à un abri sécurisé,NA,2,3,2,9,4,2,2,4,5,3,2,4,2,2,5,2,5,2,7,4,1,7
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Avoir accès à un support particulier pour les personnes en situation de handicap,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,1,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Je ne sais pas,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Pouvoir rejoindre les membres de ma famille,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Principal besoin du ménage: Récupérer des documents légaux d'identité pour ma famille,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,NA,NA,1,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Aucun besoin,Sous-ensemble de donnée,6,1,2,5,5,5,3,5,1,1,4,6,5,1,8,5,3,6,6,1,5,6
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Autre,Sous-ensemble de donnée,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,0,4,NA,NA,NA,NA,NA,NA,2,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à de l'eau / à des latrines ou à une meilleure hygiène de vie,Sous-ensemble de donnée,23,14,9,9,19,15,18,20,12,14,8,11,15,20,6,17,12,13,18,18,13,21
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à de la nourriture ou des moyens d'existence,Sous-ensemble de donnée,6,6,8,7,16,4,7,7,9,15,7,4,7,13,7,12,8,12,7,12,16,2
Redevabilité aux personnes affectées,Besoins prioritaires,"Troisième besoin du ménage: Avoir accès à des biens non-alimentaires (couvertures, moustiquaires, seaux, etc.)",Sous-ensemble de donnée,18,22,25,23,10,16,24,14,23,11,12,21,17,11,26,10,16,15,25,20,20,26
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à des services de protection,Sous-ensemble de donnée,5,1,14,10,4,11,3,7,6,3,16,11,9,5,8,7,6,2,1,5,NA,3
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à des services nutritionnels,Sous-ensemble de donnée,NA,1,3,5,1,2,0,1,5,11,3,0,4,5,1,5,9,3,1,1,4,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à l'éducation pour les enfants de ma famille,Sous-ensemble de donnée,9,13,9,14,15,21,8,17,11,19,20,9,10,11,17,12,13,9,5,16,14,12
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à la santé,Sous-ensemble de donnée,20,23,18,14,14,7,24,14,17,21,14,23,22,19,14,19,19,28,25,15,19,14
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à un abri sécurisé,Sous-ensemble de donnée,6,14,7,9,8,10,12,10,9,5,11,11,9,9,12,4,8,9,8,7,7,12
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Avoir accès à un support particulier pour les personnes en situation de handicap,Sous-ensemble de donnée,1,1,0,0,1,NA,0,NA,4,1,0,0,1,NA,1,NA,1,NA,1,0,NA,1
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Je ne sais pas,Sous-ensemble de donnée,3,NA,NA,0,4,NA,NA,2,1,NA,0,1,NA,2,NA,9,2,1,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Je préfère ne pas répondre,Sous-ensemble de donnée,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Pouvoir rejoindre les membres de ma famille,Sous-ensemble de donnée,0,1,2,0,NA,1,1,0,1,NA,1,NA,1,0,NA,NA,1,0,NA,1,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Troisième besoin du ménage: Récupérer des documents légaux d'identité pour ma famille,Sous-ensemble de donnée,1,2,2,3,NA,7,NA,1,0,NA,2,1,0,1,NA,NA,1,0,1,3,NA,1
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse BNA préférés: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse BNA préférés: Une réponse en cash,Sous-ensemble de donnée,28,57,27,22,51,42,55,31,50,20,38,36,31,57,50,41,45,69,16,53,32,34
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse BNA préférés: Une réponse en provision direct de bien,Sous-ensemble de donnée,69,42,72,75,39,50,42,64,50,64,57,64,69,35,46,57,55,31,83,45,68,66
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse BNA préférés: Une réponse en provision direct de services,Sous-ensemble de donnée,2,1,1,3,10,8,3,5,NA,15,6,1,NA,9,4,2,NA,0,1,2,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse éducation préférés: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse éducation préférés: Une réponse en cash,Sous-ensemble de donnée,44,48,31,10,59,36,69,45,60,53,31,48,60,56,55,56,45,40,38,60,24,51
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse éducation préférés: Une réponse en provision direct de bien,Sous-ensemble de donnée,42,26,16,64,26,6,9,40,20,19,38,39,25,10,3,20,25,30,52,14,46,49
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse éducation préférés: Une réponse en provision direct de services,Sous-ensemble de donnée,11,26,50,26,15,58,22,14,20,28,30,13,15,34,42,21,30,30,10,26,30,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse EHA préférés: Autre (merci de préciser),Sous-ensemble de donnée,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse EHA préférés: Une réponse en cash,Sous-ensemble de donnée,9,25,8,3,7,23,17,15,35,7,3,10,6,21,37,33,24,11,3,25,NA,5
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse EHA préférés: Une réponse en provision direct de bien,Sous-ensemble de donnée,87,67,81,93,77,41,75,80,51,83,91,90,94,63,42,58,54,80,96,58,98,90
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse EHA préférés: Une réponse en provision direct de services,Sous-ensemble de donnée,3,7,11,4,16,36,8,5,14,10,6,NA,NA,16,21,8,22,8,1,17,2,4
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse nutrition préférés: Je ne sais pas / préfère ne pas répondre,Sous-ensemble de donnée,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse nutrition préférés: Une réponse en cash,Sous-ensemble de donnée,NA,16,NA,11,64,2,100,65,41,NA,44,NA,37,83,NA,39,54,69,NA,16,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse nutrition préférés: Une réponse en provision direct de services,Sous-ensemble de donnée,NA,84,100,89,36,98,NA,35,59,100,56,NA,63,13,NA,61,46,31,100,84,100,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse protection préférés: Autre,Sous-ensemble de donnée,36,NA,NA,20,11,3,NA,NA,NA,NA,15,30,28,8,17,NA,NA,NA,NA,NA,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse protection préférés: Avoir accès à des services de prise en charge pour les victimes de violence basée sur le genre,Sous-ensemble de donnée,1,NA,33,25,27,8,17,41,25,12,15,17,5,33,18,43,NA,NA,21,14,NA,12
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse protection préférés: Avoir accès à des services de protection de l'enfance,Sous-ensemble de donnée,23,13,34,34,11,26,30,34,9,73,34,16,28,36,18,9,45,8,71,14,NA,88
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse protection préférés: Avoir accès à la justice,Sous-ensemble de donnée,6,55,7,5,11,29,24,7,16,NA,8,15,14,4,17,15,NA,53,NA,37,NA,NA
Redevabilité aux personnes affectées,Besoins prioritaires,Type de réponse protection préférés: Avoir accès à un service de support psychosocial,Sous-ensemble de donnée,21,NA,13,2,28,18,NA,14,37,15,8,20,25,13,19,28,55,39,NA,27,NA,NA
